Files already downloaded and verified
Files already downloaded and verified
  0%|          | 0/1563 [00:00<?, ?step/s]
[ 16 / 20 ], Loss:0.7937, Acc:0.7500:  99%|█████████▊| 1542/1563 [00:15<00:00, 99.63step/s]
[ 16 / 20 ], Loss:1.0691, Acc:0.6562:  99%|█████████▊| 1542/1563 [00:15<00:00, 99.63step/s]
[ 16 / 20 ], Loss:0.8225, Acc:0.6562:  99%|█████████▊| 1542/1563 [00:15<00:00, 99.63step/s]
[ 16 / 20 ], Loss:0.9452, Acc:0.7500:  99%|█████████▊| 1542/1563 [00:15<00:00, 99.63step/s]
[ 16 / 20 ], Loss:1.1059, Acc:0.6250:  99%|█████████▊| 1542/1563 [00:15<00:00, 99.63step/s]
[ 16 / 20 ], Loss:1.0868, Acc:0.5938:  99%|█████████▊| 1542/1563 [00:15<00:00, 99.63step/s]
[ 16 / 20 ], Loss:0.7540, Acc:0.7500:  99%|█████████▊| 1542/1563 [00:15<00:00, 99.63step/s]
[ 16 / 20 ], Loss:0.9929, Acc:0.6250:  99%|█████████▊| 1542/1563 [00:15<00:00, 99.63step/s]
[ 16 / 20 ], Loss:0.9929, Acc:0.6250:  99%|█████████▉| 1553/1563 [00:15<00:00, 100.76step/s]
[ 16 / 20 ], Loss:1.2489, Acc:0.5625:  99%|█████████▉| 1553/1563 [00:15<00:00, 100.76step/s]
[ 16 / 20 ], Loss:1.0404, Acc:0.6562:  99%|█████████▉| 1553/1563 [00:15<00:00, 100.76step/s]
[ 16 / 20 ], Loss:1.2508, Acc:0.6250:  99%|█████████▉| 1553/1563 [00:15<00:00, 100.76step/s]
[ 16 / 20 ], Loss:1.4999, Acc:0.3125:  99%|█████████▉| 1553/1563 [00:15<00:00, 100.76step/s]
[ 16 / 20 ], Loss:0.7454, Acc:0.7188:  99%|█████████▉| 1553/1563 [00:15<00:00, 100.76step/s]
[ 16 / 20 ], Loss:1.0843, Acc:0.7188:  99%|█████████▉| 1553/1563 [00:15<00:00, 100.76step/s]
[ 16 / 20 ], Loss:0.9112, Acc:0.7500:  99%|█████████▉| 1553/1563 [00:15<00:00, 100.76step/s]
[ 16 / 20 ], Loss:0.9436, Acc:0.5625:  99%|█████████▉| 1553/1563 [00:15<00:00, 100.76step/s]
[ 16 / 20 ], Loss:1.1919, Acc:0.5625:  99%|█████████▉| 1553/1563 [00:15<00:00, 100.76step/s]
[ 16 / 20 ], Loss:0.7109, Acc:0.7500:  99%|█████████▉| 1553/1563 [00:15<00:00, 100.76step/s]
[ 16 / 20 ], Loss:0.7109, Acc:0.7500: 100%|██████████| 1563/1563 [00:15<00:00, 100.74step/s]

  0%|          | 0/1563 [00:00<?, ?step/s]
[ 17 / 20 ], Loss:0.8258, Acc:0.6562:   0%|          | 0/1563 [00:00<?, ?step/s]
[ 17 / 20 ], Loss:0.8258, Acc:0.6562:   0%|          | 1/1563 [00:00<04:04,  6.38step/s]
[ 17 / 20 ], Loss:0.9104, Acc:0.6875:   0%|          | 1/1563 [00:00<04:04,  6.38step/s]
[ 17 / 20 ], Loss:0.7142, Acc:0.6875:   0%|          | 1/1563 [00:00<04:04,  6.38step/s]
[ 17 / 20 ], Loss:0.9048, Acc:0.6875:   0%|          | 1/1563 [00:00<04:04,  6.38step/s]
[ 17 / 20 ], Loss:0.9930, Acc:0.5938:   0%|          | 1/1563 [00:00<04:04,  6.38step/s]
[ 17 / 20 ], Loss:0.7522, Acc:0.7188:   0%|          | 1/1563 [00:00<04:04,  6.38step/s]
[ 17 / 20 ], Loss:0.7571, Acc:0.7500:   0%|          | 1/1563 [00:00<04:04,  6.38step/s]
[ 17 / 20 ], Loss:1.0924, Acc:0.6250:   0%|          | 1/1563 [00:00<04:04,  6.38step/s]
[ 17 / 20 ], Loss:0.7784, Acc:0.8125:   0%|          | 1/1563 [00:00<04:04,  6.38step/s]
[ 17 / 20 ], Loss:0.7366, Acc:0.7500:   0%|          | 1/1563 [00:00<04:04,  6.38step/s]
[ 17 / 20 ], Loss:0.8803, Acc:0.7500:   0%|          | 1/1563 [00:00<04:04,  6.38step/s]
[ 17 / 20 ], Loss:0.7050, Acc:0.7188:   0%|          | 1/1563 [00:00<04:04,  6.38step/s]
[ 17 / 20 ], Loss:1.1369, Acc:0.6875:   0%|          | 1/1563 [00:00<04:04,  6.38step/s]
[ 17 / 20 ], Loss:1.1369, Acc:0.6875:   1%|          | 13/1563 [00:00<00:26, 58.87step/s]
[ 17 / 20 ], Loss:0.9155, Acc:0.7500:   1%|          | 13/1563 [00:00<00:26, 58.87step/s]
[ 17 / 20 ], Loss:0.7352, Acc:0.7812:   1%|          | 13/1563 [00:00<00:26, 58.87step/s]
[ 17 / 20 ], Loss:1.0489, Acc:0.6250:   1%|          | 13/1563 [00:00<00:26, 58.87step/s]
[ 17 / 20 ], Loss:1.1890, Acc:0.5312:   1%|          | 13/1563 [00:00<00:26, 58.87step/s]
[ 17 / 20 ], Loss:1.0660, Acc:0.7188:   1%|          | 13/1563 [00:00<00:26, 58.87step/s]
[ 17 / 20 ], Loss:0.8778, Acc:0.7500:   1%|          | 13/1563 [00:00<00:26, 58.87step/s]
[ 17 / 20 ], Loss:0.5489, Acc:0.8750:   1%|          | 13/1563 [00:00<00:26, 58.87step/s]
[ 17 / 20 ], Loss:0.8098, Acc:0.5938:   1%|          | 13/1563 [00:00<00:26, 58.87step/s]
[ 17 / 20 ], Loss:0.6890, Acc:0.7500:   1%|          | 13/1563 [00:00<00:26, 58.87step/s]
[ 17 / 20 ], Loss:0.6890, Acc:0.7500:   1%|▏         | 22/1563 [00:00<00:22, 69.87step/s]
[ 17 / 20 ], Loss:1.1998, Acc:0.5938:   1%|▏         | 22/1563 [00:00<00:22, 69.87step/s]
[ 17 / 20 ], Loss:1.0072, Acc:0.6562:   1%|▏         | 22/1563 [00:00<00:22, 69.87step/s]
[ 17 / 20 ], Loss:0.6932, Acc:0.7812:   1%|▏         | 22/1563 [00:00<00:22, 69.87step/s]
[ 17 / 20 ], Loss:0.8643, Acc:0.6875:   1%|▏         | 22/1563 [00:00<00:22, 69.87step/s]
[ 17 / 20 ], Loss:0.9422, Acc:0.6250:   1%|▏         | 22/1563 [00:00<00:22, 69.87step/s]
[ 17 / 20 ], Loss:1.2725, Acc:0.5312:   1%|▏         | 22/1563 [00:00<00:22, 69.87step/s]
[ 17 / 20 ], Loss:0.9732, Acc:0.6250:   1%|▏         | 22/1563 [00:00<00:22, 69.87step/s]
[ 17 / 20 ], Loss:1.1279, Acc:0.5312:   1%|▏         | 22/1563 [00:00<00:22, 69.87step/s]
[ 17 / 20 ], Loss:1.2263, Acc:0.5938:   1%|▏         | 22/1563 [00:00<00:22, 69.87step/s]
[ 17 / 20 ], Loss:0.9386, Acc:0.6875:   1%|▏         | 22/1563 [00:00<00:22, 69.87step/s]
[ 17 / 20 ], Loss:0.9386, Acc:0.6875:   2%|▏         | 32/1563 [00:00<00:19, 77.05step/s]
[ 17 / 20 ], Loss:0.9209, Acc:0.7188:   2%|▏         | 32/1563 [00:00<00:19, 77.05step/s]
[ 17 / 20 ], Loss:0.8325, Acc:0.7188:   2%|▏         | 32/1563 [00:00<00:19, 77.05step/s]
[ 17 / 20 ], Loss:0.7876, Acc:0.7188:   2%|▏         | 32/1563 [00:00<00:19, 77.05step/s]
[ 17 / 20 ], Loss:0.6987, Acc:0.7188:   2%|▏         | 32/1563 [00:00<00:19, 77.05step/s]
[ 17 / 20 ], Loss:1.0345, Acc:0.6562:   2%|▏         | 32/1563 [00:00<00:19, 77.05step/s]
[ 17 / 20 ], Loss:0.6548, Acc:0.8438:   2%|▏         | 32/1563 [00:00<00:19, 77.05step/s]
[ 17 / 20 ], Loss:0.9622, Acc:0.7188:   2%|▏         | 32/1563 [00:00<00:19, 77.05step/s]
[ 17 / 20 ], Loss:0.7213, Acc:0.7812:   2%|▏         | 32/1563 [00:00<00:19, 77.05step/s]
[ 17 / 20 ], Loss:0.9151, Acc:0.6562:   2%|▏         | 32/1563 [00:00<00:19, 77.05step/s]
[ 17 / 20 ], Loss:0.8028, Acc:0.6250:   2%|▏         | 32/1563 [00:00<00:19, 77.05step/s]
[ 17 / 20 ], Loss:0.8028, Acc:0.6250:   3%|▎         | 42/1563 [00:00<00:18, 82.77step/s]
[ 17 / 20 ], Loss:1.0208, Acc:0.5625:   3%|▎         | 42/1563 [00:00<00:18, 82.77step/s]
[ 17 / 20 ], Loss:0.8238, Acc:0.6875:   3%|▎         | 42/1563 [00:00<00:18, 82.77step/s]
[ 17 / 20 ], Loss:1.1433, Acc:0.6250:   3%|▎         | 42/1563 [00:00<00:18, 82.77step/s]
[ 17 / 20 ], Loss:1.5198, Acc:0.5000:   3%|▎         | 42/1563 [00:00<00:18, 82.77step/s]
[ 17 / 20 ], Loss:0.8202, Acc:0.8125:   3%|▎         | 42/1563 [00:00<00:18, 82.77step/s]
[ 17 / 20 ], Loss:1.1074, Acc:0.5938:   3%|▎         | 42/1563 [00:00<00:18, 82.77step/s]
[ 17 / 20 ], Loss:0.7139, Acc:0.8125:   3%|▎         | 42/1563 [00:00<00:18, 82.77step/s]
[ 17 / 20 ], Loss:0.8635, Acc:0.7500:   3%|▎         | 42/1563 [00:00<00:18, 82.77step/s]
[ 17 / 20 ], Loss:0.9887, Acc:0.6250:   3%|▎         | 42/1563 [00:00<00:18, 82.77step/s]
[ 17 / 20 ], Loss:0.7264, Acc:0.7188:   3%|▎         | 42/1563 [00:00<00:18, 82.77step/s]
[ 17 / 20 ], Loss:0.7264, Acc:0.7188:   3%|▎         | 52/1563 [00:00<00:17, 84.75step/s]
[ 17 / 20 ], Loss:1.2829, Acc:0.6562:   3%|▎         | 52/1563 [00:00<00:17, 84.75step/s]
[ 17 / 20 ], Loss:1.1200, Acc:0.5938:   3%|▎         | 52/1563 [00:00<00:17, 84.75step/s]
[ 17 / 20 ], Loss:0.7180, Acc:0.7500:   3%|▎         | 52/1563 [00:00<00:17, 84.75step/s]
[ 17 / 20 ], Loss:0.8548, Acc:0.7812:   3%|▎         | 52/1563 [00:00<00:17, 84.75step/s]
[ 17 / 20 ], Loss:0.7269, Acc:0.7188:   3%|▎         | 52/1563 [00:00<00:17, 84.75step/s]
[ 17 / 20 ], Loss:1.0539, Acc:0.5938:   3%|▎         | 52/1563 [00:00<00:17, 84.75step/s]
[ 17 / 20 ], Loss:0.9823, Acc:0.5938:   3%|▎         | 52/1563 [00:00<00:17, 84.75step/s]
[ 17 / 20 ], Loss:1.0578, Acc:0.6875:   3%|▎         | 52/1563 [00:00<00:17, 84.75step/s]
[ 17 / 20 ], Loss:0.8807, Acc:0.6875:   3%|▎         | 52/1563 [00:00<00:17, 84.75step/s]
[ 17 / 20 ], Loss:0.8992, Acc:0.7500:   3%|▎         | 52/1563 [00:00<00:17, 84.75step/s]
[ 17 / 20 ], Loss:0.8992, Acc:0.7500:   4%|▍         | 62/1563 [00:00<00:17, 86.82step/s]
[ 17 / 20 ], Loss:0.8269, Acc:0.7188:   4%|▍         | 62/1563 [00:00<00:17, 86.82step/s]
[ 17 / 20 ], Loss:0.9127, Acc:0.6562:   4%|▍         | 62/1563 [00:00<00:17, 86.82step/s]
[ 17 / 20 ], Loss:1.1049, Acc:0.5938:   4%|▍         | 62/1563 [00:00<00:17, 86.82step/s]
[ 17 / 20 ], Loss:1.1098, Acc:0.6562:   4%|▍         | 62/1563 [00:00<00:17, 86.82step/s]
[ 17 / 20 ], Loss:1.0202, Acc:0.6875:   4%|▍         | 62/1563 [00:00<00:17, 86.82step/s]
[ 17 / 20 ], Loss:0.9605, Acc:0.6250:   4%|▍         | 62/1563 [00:00<00:17, 86.82step/s]
[ 17 / 20 ], Loss:0.7934, Acc:0.7812:   4%|▍         | 62/1563 [00:00<00:17, 86.82step/s]
[ 17 / 20 ], Loss:0.7168, Acc:0.7812:   4%|▍         | 62/1563 [00:00<00:17, 86.82step/s]
[ 17 / 20 ], Loss:0.5144, Acc:0.8750:   4%|▍         | 62/1563 [00:00<00:17, 86.82step/s]
[ 17 / 20 ], Loss:0.9786, Acc:0.7188:   4%|▍         | 62/1563 [00:00<00:17, 86.82step/s]
[ 17 / 20 ], Loss:0.9786, Acc:0.7188:   5%|▍         | 72/1563 [00:00<00:16, 87.77step/s]
[ 17 / 20 ], Loss:0.7153, Acc:0.7812:   5%|▍         | 72/1563 [00:00<00:16, 87.77step/s]
[ 17 / 20 ], Loss:1.2515, Acc:0.5938:   5%|▍         | 72/1563 [00:00<00:16, 87.77step/s]
[ 17 / 20 ], Loss:1.0367, Acc:0.6875:   5%|▍         | 72/1563 [00:00<00:16, 87.77step/s]
[ 17 / 20 ], Loss:0.8740, Acc:0.6562:   5%|▍         | 72/1563 [00:00<00:16, 87.77step/s]
[ 17 / 20 ], Loss:0.9662, Acc:0.6250:   5%|▍         | 72/1563 [00:00<00:16, 87.77step/s]
[ 17 / 20 ], Loss:0.5881, Acc:0.7812:   5%|▍         | 72/1563 [00:00<00:16, 87.77step/s]
[ 17 / 20 ], Loss:0.9735, Acc:0.6562:   5%|▍         | 72/1563 [00:00<00:16, 87.77step/s]
[ 17 / 20 ], Loss:0.7432, Acc:0.8125:   5%|▍         | 72/1563 [00:01<00:16, 87.77step/s]
[ 17 / 20 ], Loss:0.6910, Acc:0.7188:   5%|▍         | 72/1563 [00:01<00:16, 87.77step/s]
[ 17 / 20 ], Loss:0.7560, Acc:0.7188:   5%|▍         | 72/1563 [00:01<00:16, 87.77step/s]
[ 17 / 20 ], Loss:0.7560, Acc:0.7188:   5%|▌         | 82/1563 [00:01<00:16, 89.33step/s]
[ 17 / 20 ], Loss:0.7821, Acc:0.7188:   5%|▌         | 82/1563 [00:01<00:16, 89.33step/s]
[ 17 / 20 ], Loss:0.5364, Acc:0.8438:   5%|▌         | 82/1563 [00:01<00:16, 89.33step/s]
[ 17 / 20 ], Loss:0.6697, Acc:0.8438:   5%|▌         | 82/1563 [00:01<00:16, 89.33step/s]
[ 17 / 20 ], Loss:0.9611, Acc:0.7188:   5%|▌         | 82/1563 [00:01<00:16, 89.33step/s]
[ 17 / 20 ], Loss:0.9787, Acc:0.7188:   5%|▌         | 82/1563 [00:01<00:16, 89.33step/s]
[ 17 / 20 ], Loss:1.1118, Acc:0.6250:   5%|▌         | 82/1563 [00:01<00:16, 89.33step/s]
[ 17 / 20 ], Loss:1.2559, Acc:0.5938:   5%|▌         | 82/1563 [00:01<00:16, 89.33step/s]
[ 17 / 20 ], Loss:0.7143, Acc:0.7812:   5%|▌         | 82/1563 [00:01<00:16, 89.33step/s]
[ 17 / 20 ], Loss:0.7752, Acc:0.7500:   5%|▌         | 82/1563 [00:01<00:16, 89.33step/s]
[ 17 / 20 ], Loss:0.8868, Acc:0.6250:   5%|▌         | 82/1563 [00:01<00:16, 89.33step/s]
[ 17 / 20 ], Loss:0.8310, Acc:0.6250:   5%|▌         | 82/1563 [00:01<00:16, 89.33step/s]
[ 17 / 20 ], Loss:0.9796, Acc:0.6250:   5%|▌         | 82/1563 [00:01<00:16, 89.33step/s]
[ 17 / 20 ], Loss:0.9796, Acc:0.6250:   6%|▌         | 94/1563 [00:01<00:15, 94.94step/s]
[ 17 / 20 ], Loss:0.9654, Acc:0.6562:   6%|▌         | 94/1563 [00:01<00:15, 94.94step/s]
[ 17 / 20 ], Loss:1.2849, Acc:0.5625:   6%|▌         | 94/1563 [00:01<00:15, 94.94step/s]
[ 17 / 20 ], Loss:1.0634, Acc:0.6250:   6%|▌         | 94/1563 [00:01<00:15, 94.94step/s]
[ 17 / 20 ], Loss:1.0245, Acc:0.5938:   6%|▌         | 94/1563 [00:01<00:15, 94.94step/s]
[ 17 / 20 ], Loss:1.1082, Acc:0.6562:   6%|▌         | 94/1563 [00:01<00:15, 94.94step/s]
[ 17 / 20 ], Loss:0.7856, Acc:0.6875:   6%|▌         | 94/1563 [00:01<00:15, 94.94step/s]
[ 17 / 20 ], Loss:0.8214, Acc:0.6875:   6%|▌         | 94/1563 [00:01<00:15, 94.94step/s]
[ 17 / 20 ], Loss:0.6682, Acc:0.7812:   6%|▌         | 94/1563 [00:01<00:15, 94.94step/s]
[ 17 / 20 ], Loss:0.9201, Acc:0.5938:   6%|▌         | 94/1563 [00:01<00:15, 94.94step/s]
[ 17 / 20 ], Loss:0.9607, Acc:0.6562:   6%|▌         | 94/1563 [00:01<00:15, 94.94step/s]
[ 17 / 20 ], Loss:0.9607, Acc:0.6562:   7%|▋         | 104/1563 [00:01<00:15, 92.43step/s]
[ 17 / 20 ], Loss:0.8531, Acc:0.6875:   7%|▋         | 104/1563 [00:01<00:15, 92.43step/s]
[ 17 / 20 ], Loss:1.1187, Acc:0.6562:   7%|▋         | 104/1563 [00:01<00:15, 92.43step/s]
[ 17 / 20 ], Loss:1.2082, Acc:0.5938:   7%|▋         | 104/1563 [00:01<00:15, 92.43step/s]
[ 17 / 20 ], Loss:0.7737, Acc:0.7188:   7%|▋         | 104/1563 [00:01<00:15, 92.43step/s]
[ 17 / 20 ], Loss:0.7190, Acc:0.7500:   7%|▋         | 104/1563 [00:01<00:15, 92.43step/s]
[ 17 / 20 ], Loss:0.7023, Acc:0.7812:   7%|▋         | 104/1563 [00:01<00:15, 92.43step/s]
[ 17 / 20 ], Loss:0.8913, Acc:0.5938:   7%|▋         | 104/1563 [00:01<00:15, 92.43step/s]
[ 17 / 20 ], Loss:1.1735, Acc:0.6875:   7%|▋         | 104/1563 [00:01<00:15, 92.43step/s]
[ 17 / 20 ], Loss:0.8135, Acc:0.6562:   7%|▋         | 104/1563 [00:01<00:15, 92.43step/s]
[ 17 / 20 ], Loss:0.6966, Acc:0.7500:   7%|▋         | 104/1563 [00:01<00:15, 92.43step/s]
[ 17 / 20 ], Loss:0.8416, Acc:0.8125:   7%|▋         | 104/1563 [00:01<00:15, 92.43step/s]
[ 17 / 20 ], Loss:0.8416, Acc:0.8125:   7%|▋         | 115/1563 [00:01<00:14, 96.64step/s]
[ 17 / 20 ], Loss:0.8703, Acc:0.7188:   7%|▋         | 115/1563 [00:01<00:14, 96.64step/s]
[ 17 / 20 ], Loss:1.0750, Acc:0.5625:   7%|▋         | 115/1563 [00:01<00:14, 96.64step/s]
[ 17 / 20 ], Loss:0.9829, Acc:0.7188:   7%|▋         | 115/1563 [00:01<00:14, 96.64step/s]
[ 17 / 20 ], Loss:0.8965, Acc:0.6875:   7%|▋         | 115/1563 [00:01<00:14, 96.64step/s]
[ 17 / 20 ], Loss:0.9000, Acc:0.7500:   7%|▋         | 115/1563 [00:01<00:14, 96.64step/s]
[ 17 / 20 ], Loss:0.6493, Acc:0.7188:   7%|▋         | 115/1563 [00:01<00:14, 96.64step/s]
[ 17 / 20 ], Loss:0.9402, Acc:0.6562:   7%|▋         | 115/1563 [00:01<00:14, 96.64step/s]
[ 17 / 20 ], Loss:0.5934, Acc:0.8125:   7%|▋         | 115/1563 [00:01<00:14, 96.64step/s]
[ 17 / 20 ], Loss:0.8895, Acc:0.6250:   7%|▋         | 115/1563 [00:01<00:14, 96.64step/s]
[ 17 / 20 ], Loss:1.0291, Acc:0.7500:   7%|▋         | 115/1563 [00:01<00:14, 96.64step/s]
[ 17 / 20 ], Loss:0.7834, Acc:0.7500:   7%|▋         | 115/1563 [00:01<00:14, 96.64step/s]
[ 17 / 20 ], Loss:0.7834, Acc:0.7500:   8%|▊         | 126/1563 [00:01<00:14, 98.62step/s]
[ 17 / 20 ], Loss:0.7171, Acc:0.7500:   8%|▊         | 126/1563 [00:01<00:14, 98.62step/s]
[ 17 / 20 ], Loss:0.8809, Acc:0.7812:   8%|▊         | 126/1563 [00:01<00:14, 98.62step/s]
[ 17 / 20 ], Loss:0.7609, Acc:0.7500:   8%|▊         | 126/1563 [00:01<00:14, 98.62step/s]
[ 17 / 20 ], Loss:0.6773, Acc:0.7812:   8%|▊         | 126/1563 [00:01<00:14, 98.62step/s]
[ 17 / 20 ], Loss:0.8286, Acc:0.6875:   8%|▊         | 126/1563 [00:01<00:14, 98.62step/s]
[ 17 / 20 ], Loss:0.8623, Acc:0.6875:   8%|▊         | 126/1563 [00:01<00:14, 98.62step/s]
[ 17 / 20 ], Loss:0.6796, Acc:0.7188:   8%|▊         | 126/1563 [00:01<00:14, 98.62step/s]
[ 17 / 20 ], Loss:0.9318, Acc:0.6562:   8%|▊         | 126/1563 [00:01<00:14, 98.62step/s]
[ 17 / 20 ], Loss:1.2901, Acc:0.6250:   8%|▊         | 126/1563 [00:01<00:14, 98.62step/s]
[ 17 / 20 ], Loss:0.7639, Acc:0.6875:   8%|▊         | 126/1563 [00:01<00:14, 98.62step/s]
[ 17 / 20 ], Loss:1.0730, Acc:0.5625:   8%|▊         | 126/1563 [00:01<00:14, 98.62step/s]
[ 17 / 20 ], Loss:1.0730, Acc:0.5625:   9%|▉         | 137/1563 [00:01<00:14, 100.90step/s]
[ 17 / 20 ], Loss:0.9423, Acc:0.7500:   9%|▉         | 137/1563 [00:01<00:14, 100.90step/s]
[ 17 / 20 ], Loss:1.1074, Acc:0.6250:   9%|▉         | 137/1563 [00:01<00:14, 100.90step/s]
[ 17 / 20 ], Loss:0.9421, Acc:0.5938:   9%|▉         | 137/1563 [00:01<00:14, 100.90step/s]
[ 17 / 20 ], Loss:0.6863, Acc:0.7812:   9%|▉         | 137/1563 [00:01<00:14, 100.90step/s]
[ 17 / 20 ], Loss:1.0494, Acc:0.7188:   9%|▉         | 137/1563 [00:01<00:14, 100.90step/s]
[ 17 / 20 ], Loss:0.8253, Acc:0.6250:   9%|▉         | 137/1563 [00:01<00:14, 100.90step/s]
[ 17 / 20 ], Loss:0.9619, Acc:0.6562:   9%|▉         | 137/1563 [00:01<00:14, 100.90step/s]
[ 17 / 20 ], Loss:0.8364, Acc:0.7188:   9%|▉         | 137/1563 [00:01<00:14, 100.90step/s]
[ 17 / 20 ], Loss:0.8264, Acc:0.7188:   9%|▉         | 137/1563 [00:01<00:14, 100.90step/s]
[ 17 / 20 ], Loss:1.1816, Acc:0.5938:   9%|▉         | 137/1563 [00:01<00:14, 100.90step/s]
[ 17 / 20 ], Loss:0.9205, Acc:0.6250:   9%|▉         | 137/1563 [00:01<00:14, 100.90step/s]
[ 17 / 20 ], Loss:0.9205, Acc:0.6250:   9%|▉         | 148/1563 [00:01<00:13, 102.36step/s]
[ 17 / 20 ], Loss:0.7550, Acc:0.6875:   9%|▉         | 148/1563 [00:01<00:13, 102.36step/s]
[ 17 / 20 ], Loss:0.8920, Acc:0.7188:   9%|▉         | 148/1563 [00:01<00:13, 102.36step/s]
[ 17 / 20 ], Loss:0.7920, Acc:0.6875:   9%|▉         | 148/1563 [00:01<00:13, 102.36step/s]
[ 17 / 20 ], Loss:1.0316, Acc:0.6562:   9%|▉         | 148/1563 [00:01<00:13, 102.36step/s]
[ 17 / 20 ], Loss:1.0747, Acc:0.5938:   9%|▉         | 148/1563 [00:01<00:13, 102.36step/s]
[ 17 / 20 ], Loss:1.1956, Acc:0.6562:   9%|▉         | 148/1563 [00:01<00:13, 102.36step/s]
[ 17 / 20 ], Loss:1.4132, Acc:0.5312:   9%|▉         | 148/1563 [00:01<00:13, 102.36step/s]
[ 17 / 20 ], Loss:0.8392, Acc:0.7188:   9%|▉         | 148/1563 [00:01<00:13, 102.36step/s]
[ 17 / 20 ], Loss:0.8785, Acc:0.6875:   9%|▉         | 148/1563 [00:01<00:13, 102.36step/s]
[ 17 / 20 ], Loss:1.0940, Acc:0.5938:   9%|▉         | 148/1563 [00:01<00:13, 102.36step/s]
[ 17 / 20 ], Loss:0.9571, Acc:0.6875:   9%|▉         | 148/1563 [00:01<00:13, 102.36step/s]
[ 17 / 20 ], Loss:0.9571, Acc:0.6875:  10%|█         | 159/1563 [00:01<00:15, 92.70step/s] 
[ 17 / 20 ], Loss:0.8684, Acc:0.7188:  10%|█         | 159/1563 [00:01<00:15, 92.70step/s]
[ 17 / 20 ], Loss:0.8088, Acc:0.6875:  10%|█         | 159/1563 [00:01<00:15, 92.70step/s]
[ 17 / 20 ], Loss:0.9667, Acc:0.6875:  10%|█         | 159/1563 [00:01<00:15, 92.70step/s]
[ 17 / 20 ], Loss:0.9711, Acc:0.6562:  10%|█         | 159/1563 [00:01<00:15, 92.70step/s]
[ 17 / 20 ], Loss:0.7878, Acc:0.8125:  10%|█         | 159/1563 [00:01<00:15, 92.70step/s]
[ 17 / 20 ], Loss:0.7881, Acc:0.6562:  10%|█         | 159/1563 [00:01<00:15, 92.70step/s]
[ 17 / 20 ], Loss:0.5877, Acc:0.7812:  10%|█         | 159/1563 [00:01<00:15, 92.70step/s]
[ 17 / 20 ], Loss:1.0243, Acc:0.6875:  10%|█         | 159/1563 [00:01<00:15, 92.70step/s]
[ 17 / 20 ], Loss:0.9755, Acc:0.5938:  10%|█         | 159/1563 [00:01<00:15, 92.70step/s]
[ 17 / 20 ], Loss:0.7502, Acc:0.7500:  10%|█         | 159/1563 [00:01<00:15, 92.70step/s]
[ 17 / 20 ], Loss:0.7502, Acc:0.7500:  11%|█         | 169/1563 [00:01<00:15, 92.60step/s]
[ 17 / 20 ], Loss:0.5273, Acc:0.8125:  11%|█         | 169/1563 [00:01<00:15, 92.60step/s]
[ 17 / 20 ], Loss:0.9138, Acc:0.7188:  11%|█         | 169/1563 [00:01<00:15, 92.60step/s]
[ 17 / 20 ], Loss:0.8928, Acc:0.5625:  11%|█         | 169/1563 [00:01<00:15, 92.60step/s]
[ 17 / 20 ], Loss:0.8396, Acc:0.7188:  11%|█         | 169/1563 [00:01<00:15, 92.60step/s]
[ 17 / 20 ], Loss:0.7663, Acc:0.7500:  11%|█         | 169/1563 [00:01<00:15, 92.60step/s]
[ 17 / 20 ], Loss:0.9058, Acc:0.5938:  11%|█         | 169/1563 [00:01<00:15, 92.60step/s]
[ 17 / 20 ], Loss:1.1312, Acc:0.6250:  11%|█         | 169/1563 [00:01<00:15, 92.60step/s]
[ 17 / 20 ], Loss:1.2400, Acc:0.5625:  11%|█         | 169/1563 [00:02<00:15, 92.60step/s]
[ 17 / 20 ], Loss:1.0124, Acc:0.6875:  11%|█         | 169/1563 [00:02<00:15, 92.60step/s]
[ 17 / 20 ], Loss:0.8143, Acc:0.7812:  11%|█         | 169/1563 [00:02<00:15, 92.60step/s]
[ 17 / 20 ], Loss:0.8143, Acc:0.7812:  11%|█▏        | 179/1563 [00:02<00:14, 92.31step/s]
[ 17 / 20 ], Loss:0.7400, Acc:0.7500:  11%|█▏        | 179/1563 [00:02<00:14, 92.31step/s]
[ 17 / 20 ], Loss:0.7350, Acc:0.7812:  11%|█▏        | 179/1563 [00:02<00:14, 92.31step/s]
